,Port,Navire,Type Navire,Jauge Brute,Tirant Eau Entree Avant,Tirant Eau Entree Arriere,Tirant Eau Sortie Avant,Tirant Eau Sortie Arriere,Nbr Remorque Accostage,Nbr Remorque Appareillage,Nbr Remorque Changement,Nbr Remorque Assistance,Provenances,Destinations,Armateur Disposant,Armateur Proprietaire,Date Entrée au Port,Heure Entrée au Port,Date Entree Mouillage,Heure Entree Mouillage,Date Sortie Mouillage,Heure Sortie Mouillage,Date Accostage,Heure Accostage,Date App Quai,Heure App Quai,Poste Accostage,Date Appareillage Port,Heure Appareillage Port,Longueur,Tirant Eau,Sejour Rade (Jours),Sejour Mouillage (Jours),Sejour Quai (Jours),Sejour Port (Jours),Marchandise DAP Import,Tonnage DAP Import,Marchandise DAP Export,Tonnage DAP Export
9773,CASABLANCA,ENSEMBLE,PORTE CONTENEUR,7642,4.7,6.0,6.4,7.0,0,0,0,0,"SANTA CRUZ DE TENERIFE , LAS PALMAS DE GRAN CANARIA , ROTTERDAM , TILBURY , CADIZ , HUELVA , GIBRALTAR , HAMBURG",CADIZ,CONTAINERSHIPS-CMA CGM GMBH HAMBURG,ENSEMBLE BEWAARDER BV,20/03/2022,14:59,,,,,20/03/2022,15:30,20/03/2022,22:50,54,20/03/22,23:15,134.65,7.1,"0,28","0,00","0,31","0,63",CONTENEURS,800.0,CONTENEURS,1200.0
9774,CASABLANCA,MSC TOKATA F,PORTE CONTENEUR,9948,9.0,7.85,10.5,10.5,0,0,0,0,"LA SPEZIA , VALENCIA",VALENCIA,LIMARKO SHIPPING CO,MSC GENEVE,19/03/2022,15:32,,,,,19/03/2022,16:40,20/03/2022,16:45,83,20/03/22,17:02,147.84,10.5,"5,93","0,00","1,00","7,00",CONTENEURS,11550.0,CONTENEURS,7800.0
9775,CASABLANCA,AUCANADA TMA,VRAQUIER,3978,5.07,5.98,4.0,4.5,0,0,0,0,AVILES,A ORDRE,"MURUETA ATLANTICO ALCUDIA SHIPPING,",UROLA SHIPPING S.L.U,18/03/2022,16:22,,,,,18/03/2022,17:15,20/03/2022,19:20,22,20/03/22,19:48,99.99,6.26,"2,63","0,00","2,09","4,78",ANTHRACITE EN VRAC,4357.0,,0.0
9776,CASABLANCA,BAKAN,CONVENTIONEL,4355,5.6,7.55,4.6,6.5,1,1,0,0,ISKENDERUN,A ORDRE,BAKAN SHIPPING AND TRADING LTD,YEDA SHIPING & TRADING CO,18/03/2022,17:47,,,,,18/03/2022,18:35,20/03/2022,18:45,13,20/03/22,19:06,105.5,6.89,"0,44","0,00","2,01","2,49",FARDEAUX FER,6189.0,,0.0
9777,CASABLANCA,LADY DEBORA,CONVENTIONEL,5381,2.25,3.57,6.44,6.76,2,1,0,0,CASABLANCA,SETÚBAL,NAVIERA SICAR,HADAR MANAGEMENT LTD,19/03/2022,16:52,,,,,19/03/2022,17:25,20/03/2022,19:20,64,20/03/22,19:46,107.6,6.63,"0,57","0,00","1,08","1,69",,0.0,PHOSPHATE VRAC,7000.0
9778,CASABLANCA,NEPTUNE ITHAKI,ROULIER,36902,8.2,8.2,8.0,8.3,1,1,0,0,BARCELONA,TANGER MED,NEPTUNE LINES SHIPPING,ANAXIMANDER SHIPPING CO LTD,18/03/2022,15:36,,,,,18/03/2022,16:20,19/03/2022,01:35,A5,19/03/22,01:53,169.58,8.7,"0,04","0,00","0,39","0,47",VEHICULES,250.0,VEHICULES,300.0
9779,CASABLANCA,GRANDE BENIN,ROULIER,47232,10.0,10.0,9.8,9.8,1,1,0,0,"ANTWERPEN , LIVORNO , SALERNO",DAKAR,INARME COMPAGNIA DI NAVIGAZIONE SPA,INARME COMPAGNIA DI NAVIGAZIONE SPA,18/03/2022,14:13,,,,,18/03/2022,15:25,19/03/2022,07:25,71,19/03/22,07:47,210.92,9.75,"4,04","0,00","0,67","4,77",CONTENEURS,10000.0,CONTENEURS,700.0
9780,CASABLANCA,GULBENIZ A,PORTE CONTENEUR,26195,9.25,10.35,9.4,10.6,4,3,0,0,"GEMLIK , PIRAEUS , ALGECIRAS , TANGER MED , AMBARLI , BURGAS , YARIMCA , BARCELONA , ISTANBUL",PIRAEUS,ARKAS SHIPPING AND TRANSPORT,ARKAS,11/03/2022 | 13/03/2022 | 18/03/2022,10:10 | 15:53 | 12:40,,,,,11/03/2022 | 13/03/2022 | 18/03/2022,10:45 | 16:40 | 13:40,11/03/2022 | 16/03/2022 | 19/03/2022,21:40 | 19:55 | 01:15,"80 ,80 ,80",19/03/22,01:35,210.49,11.4,"4,10","0,00","4,07","8,31",CONTENEURS,5900.0,CONTENEURS,3600.0
9781,CASABLANCA,BELMOIRA,VRAQUIER,35048,10.0,10.0,6.3,6.9,5,4,0,0,NEWPORT NEWS,A ORDRE,HISAMOTO KISEN CO. LTD,HISAMOTO KISEN CO. LTD,07/03/2022 | 13/03/2022,05:40 | 12:30,,,,,07/03/2022 | 13/03/2022,06:35 | 13:30,11/03/2022 | 19/03/2022,23:40 | 20:20,"62 ,62",19/03/22,20:57,199.92,13.1,"4,71","0,00","11,00","15,83",CHARBON,41148.0,,0.0
9782,CASABLANCA,BMI EAGLE,PORTE CONTENEUR,4631,6.4,7.2,6.0,6.0,2,2,0,0,"GEBZE , IZMIR , ISTANBUL",IZMIR,ADMIRAL CONTAINER LINES,ADMIRAL CONTAINER LINES,13/03/2022 | 18/03/2022,13:18 | 13:20,,,,,13/03/2022 | 18/03/2022,13:50 | 14:00,16/03/2022 | 19/03/2022,18:20 | 15:10,"83 ,83",19/03/22,15:39,113.8,8.8,"4,15","0,00","4,24","8,47",CONTENEURS,3284.0,CONTENEURS,620.0
9783,CASABLANCA,ASIAN MOON,PORTE CONTENEUR,9956,4.3,7.0,4.3,6.8,1,0,0,0,AGADIR,ALGECIRAS,NIRINT SHIPPING,NIRINT SHIPPING,13/03/2022,13:31,,,,,13/03/2022,14:05,19/03/2022,17:39,"71 ,74",19/03/22,18:03,148.0,8.51,"2,95","0,00","6,15","9,14",,0.0,CONTENEURS,3220.0
9784,CASABLANCA,NINA BRES,VRAQUIER,2658,5.3,5.5,4.2,4.6,0,0,0,0,KARLSTAD,AGADIR,BRES  SHIPPING,BRES  SHIPPING,19/03/2022,04:27,,,,,19/03/2022,05:10,19/03/2022,13:30,31,19/03/22,13:45,87.9,5.3,"0,09","0,00","0,35","0,48",BOIS EN FARDEAUX PREELING,895.228,,0.0
9785,CASABLANCA,VISITOR,PORTE CONTENEUR,9990,7.0,8.0,7.0,8.0,0,0,0,0,ALGECIRAS,LISBOA,XPRESS CONTAINERS LINE,XPRESS CONTAINERS LINE,18/03/2022,07:50,,,,,18/03/2022,08:35,19/03/2022,04:15,51,19/03/22,04:43,134.44,8.7,"2,74","0,00","0,82","3,62",CONTENEURS,4378.0,CONTENEURS,192.0
9786,CASABLANCA,OPPLAND,VRAQUIER,6668,5.4,7.4,3.5,5.2,0,0,0,0,OULU,A ORDRE,NAVALIS SHIPPING,NAVALIS SHIPPING,17/03/2022,16:30,,,,,17/03/2022,17:15,19/03/2022,15:50,12,19/03/22,16:16,107.0,8.23,"0,02","0,00","1,94","2,01",BOIS EN FARDEAUX PREELING,4137.0,,0.0
9787,CASABLANCA,ARKLOW VANGUARD,VRAQUIER,2999,2.2,4.2,5.5,6.5,0,0,0,0,SEVILLA LA NUEVA,GLOMFJORD,ARKLOW SHIPPING NEDERLAND BV,ARKLOW SHIPPING NEDERLAND BV,18/03/2022,16:01,,,,,18/03/2022,16:35,19/03/2022,12:15,64,19/03/22,12:37,86.93,6.35,"2,06","0,00","0,82","2,92",,0.0,PHOSPHATE VRAC,4400.0
9788,CASABLANCA,BREB COUNTESS,CONVENTIONEL,5630,6.75,7.0,3.5,5.0,1,1,0,0,CUXHAVEN,A ORDRE,BREMER REEDEREI E & B GMBH,BREB GMBH & CO KG,18/03/2022,16:58,,,,,18/03/2022,17:45,19/03/2022,22:25,30,19/03/22,22:58,108.2,7.01,"0,06","0,00","1,19","1,31",BOIS EN FARDEAUX PREELING,5169.0,,0.0
9789,CASABLANCA,LADY DEBORA,CONVENTIONEL,5381,4.45,5.3,3.3,4.5,2,1,0,0,SEVILLA,A ORDRE,NAVIERA SICAR,HADAR MANAGEMENT LTD,18/03/2022,00:54,,,,,18/03/2022,02:00,19/03/2022,02:40,10,19/03/22,03:14,107.6,6.63,"0,02","0,00","1,03","1,12",FARDEAUX FER,2918.0,,0.0
9790,CASABLANCA,AGIA DOXA,VRAQUIER,21650,9.72,9.72,6.1,6.1,4,4,0,0,VERACRUZ,A ORDRE,PACIFIC BASIN HANDYSIZE,T.K.B SHIPPING A/S,11/03/2022 | 13/03/2022,08:59 | 12:03,,,,,11/03/2022 | 13/03/2022,09:45 | 12:50,11/03/2022 | 18/03/2022,21:50 | 07:20,"36 ,36",18/03/22,07:42,178.9,9.81,"5,39","0,00","5,27","10,77",SUCRE BRUT,31330.0,,0.0
9791,CASABLANCA,CIELO DI RABAT,PORTE CONTENEUR,21531,10.3,10.4,8.0,8.0,1,1,0,0,TANGER MED,TANGER MED,D AMICO DRY LTD,D AMICO DRY LTD,10/03/2022,16:46,,,,,10/03/2022,17:30,18/03/2022,10:00,74,18/03/22,10:18,182.0,11.55,"0,38","0,00","7,69","8,11",CONTENEURS,19000.0,CONTENEURS,8000.0
9792,CASABLANCA,X-PRESS MONTE CERVINO,PORTE CONTENEUR,6454,6.9,7.2,6.9,7.2,0,0,0,0,"VALENCIA , BARCELONA",ALGECIRAS,X.PRESS CONTAINERS LINES,X.PRESS CONTAINERS LINES,17/03/2022,14:21,,,,,17/03/2022,15:15,18/03/2022,07:00,51,18/03/22,07:23,134.0,7.36,"0,67","0,00","0,66","1,38",CONTENEURS,3449.0,CONTENEURS,540.0
9793,CASABLANCA,ALEXANDROS III,VRAQUIER,20939,8.46,8.46,3.52,5.84,5,4,0,0,SANTOS,A ORDRE,FALARIO SHIPPING CO. M.I,FALARIO SHIPPING CO. M.I,10/03/2022 | 13/03/2022,18:06 | 14:54,,,,,10/03/2022 | 13/03/2022,19:05 | 15:45,12/03/2022 | 18/03/2022,01:35 | 21:20,"32 ,31",18/03/22,21:55,179.9,10.1,"4,31","0,00","6,50","10,93",FARDEAUX FER,23228.932,,0.0
9794,CASABLANCA,LADY AYAN,CONVENTIONEL,2999,6.2,6.6,3.5,4.0,0,0,0,0,ISKENDERUN,A ORDRE,GN GROUP CORPORATION,GN GROUP CORPORATIONS ISTANBUL,15/03/2022,12:53,,,,,15/03/2022,13:20,18/03/2022,17:30,13,18/03/22,17:44,94.99,6.42,"3,38","0,00","3,17","6,58",CIMENT BLANC,4913.0,,0.0
9795,CASABLANCA,ISKANDAR,VRAQUIER,22697,4.9,6.4,9.0,9.86,2,2,0,0,SAFI,PARANAGUÁ,OCEANA SHIPPING AG,ISKANDAR NAVIGATION LTD,15/03/2022,14:08,,,,,15/03/2022,15:00,18/03/2022,13:50,64,18/03/22,14:24,181.1,10.12,"3,73","0,00","2,95","6,74",,0.0,PHOSPHATE VRAC,30000.0
9796,CASABLANCA,ALBUFERA TMA,VRAQUIER,3978,5.7,6.5,3.0,3.5,0,0,0,0,AVILES,A ORDRE,"MURUETA ATLANTICO ALCUDIA SHIPPING,",MERUETA ATLANTICO,15/03/2022,12:38,,,,,15/03/2022,13:20,18/03/2022,13:00,"22 ,T5T6 ,22",18/03/22,13:21,99.99,6.26,"2,19","0,00","2,99","5,22",ANTHRACITE EN VRAC,5050.0,,0.0
9797,CASABLANCA,ALEXANDER B,PORTE CONTENEUR,14072,7.6,8.4,8.0,8.0,1,1,0,0,"LE HAVRE , TANGER MED , ANTWERPEN , LONDON GATEWAY PORT , ROTTERDAM , HAMBURG",AGADIR,CMA-CGM,TS SHIPPING GMBH & CO.KG,15/03/2022,08:14,,,,,15/03/2022,09:00,16/03/2022,23:45,54,17/03/22,00:09,154.59,9.5,"2,47","0,00","1,61","4,13",CONTENEURS,6568.0,CONTENEURS,5001.0
9798,CASABLANCA,CMA CGM NADOR,PORTE CONTENEUR,10585,5.1,6.4,6.6,7.0,1,1,0,0,"SANTA CRUZ DE TENERIFE , LAS PALMAS DE GRAN CANARIA , ROTTERDAM , TILBURY , CADIZ , HUELVA , HAMBURG",CADIZ,CMA-CGM,COMANAV,16/03/2022,06:41,,,,,16/03/2022,07:30,17/03/2022,04:00,51,17/03/22,04:37,151.74,7.99,"1,59","0,00","0,85","2,51",CONTENEURS,1000.0,CONTENEURS,1200.0
9799,CASABLANCA,GLOBAL HARMONY,VRAQUIER,22988,9.75,9.75,3.83,6.04,5,5,0,0,CONSTANTA,A ORDRE,LEFKA SHIPPING LTD,LEFKA SHIPPING LTD,10/03/2022 | 13/03/2022,18:55 | 11:27,,,,,10/03/2022 | 13/03/2022,20:05 | 12:40,11/03/2022 | 17/03/2022,22:10 | 21:25,"60 ,60",17/03/22,22:16,180.0,9.91,"10,95","0,00","5,45","16,57",MAIS,32333.85,,0.0
9800,CASABLANCA,ZEUGMAN,CHIMIQUIER,3547,5.1,6.3,2.8,4.8,2,0,0,0,BILBAO,A ORDRE,ARES SHIP MANAGEMENT,CHELSEA SHIPPING LTD,15/03/2022,10:39,,,,,15/03/2022,11:30,17/03/2022,18:20,10,17/03/22,18:51,109.1,5.76,"7,93","0,00","2,28","10,27",HUILE DE SOJA,5000.0,,0.0
9801,CASABLANCA,BIRTE,CONVENTIONEL,3778,5.49,6.5,3.0,3.5,0,0,0,0,BARCELONA,A ORDRE,GRUPO MACOGASA - DDY,GRUPO MACOGASA - DDY,13/03/2022,15:13,,,,,13/03/2022,16:05,17/03/2022,09:25,R4,17/03/22,09:46,99.8,6.52,"7,79","0,00","3,72","11,56",FERRAILLES EN VRAC,4500.0,,0.0
9802,CASABLANCA,ENDURANCE,VRAQUIER,5632,6.2,7.0,3.1,5.0,0,1,0,0,LUANDA,A ORDRE,CANDLER SCHIFAHRT GMBH. BREMEN,CANDLER SCHIFAHRT GMBH. BREMEN,13/03/2022,14:18,,,,,13/03/2022,15:30,17/03/2022,12:20,30,17/03/22,12:55,108.2,7.0,"2,58","0,00","3,87","6,53",SON DE BLE EN VRAC,6500.0,,0.0
9803,CASABLANCA,USICHEM,TANKER,4798,7.5,6.4,5.0,4.5,0,0,0,0,LISBOA,A ORDRE,DENSA TANKER ISL.LTD.,USI SHIPPING,15/03/2022,13:54,,,,,15/03/2022,14:30,17/03/2022,22:20,33,17/03/22,22:51,119.1,6.5,"2,63","0,00","2,33","5,00",HUILE DE SOJA,4500.0,,0.0
9804,CASABLANCA,MAZURY,VRAQUIER,24109,9.73,9.75,6.64,6.99,2,2,0,0,ROUEN,A ORDRE,POLSTEAM SHIPPING COMPANY LTD,NERO TWO SHIPPING LIMITED,13/03/2022,21:36,,,,,13/03/2022,22:55,17/03/2022,13:30,20,17/03/22,14:07,189.99,10.8,"0,25","0,00","3,61","3,93",ORGE,12237.39,,0.0
9805,CASABLANCA,PAULINE RUSS,ROULIER,10488,6.8,7.0,7.6,7.8,1,1,0,0,MARSEILLE,MARSEILLE,PAULINE RUSS SCHIFFAHRTSGES MBH&CO,PAULINE RUSS SCHIFFAHRTSGES MBH&CO,15/03/2022,01:43,,,,,15/03/2022,02:20,16/03/2022,06:20,"51 ,R.H",16/03/22,06:45,153.44,7.0,"1,08","0,00","1,17","2,29",CONTENEURS,2924.0,CONTENEURS,1720.0
9806,CASABLANCA,VELVET ROSE,VRAQUIER,27162,3.6,7.1,9.3,10.0,2,2,0,0,BEJAIA (EX BOUGIE),"GRESIK, JAVA",UNION PEACE LIMITED,UNION PEACE LIMITED,13/03/2022,17:33,,,,,13/03/2022,18:25,16/03/2022,09:55,66,16/03/22,10:32,187.5,12.05,"3,60","0,00","2,65","6,31",,0.0,PHOSPHATE VRAC,40000.0
9807,CASABLANCA,FREBERG,CONVENTIONEL,1599,3.8,4.6,4.0,4.0,0,0,0,0,DUMYAT,A ORDRE,EKSEN CHARTERING & SHIPPING AGENCY,VIYA SHIP MANAGEMENT CO. LTD.,16/03/2022,07:15,,,,,16/03/2022,07:55,16/03/2022,22:40,T2,16/03/22,23:16,82.0,4.47,"1,72","0,00","0,61","2,38",AMONITRATE,1500.0,,0.0
9808,CASABLANCA,FRI W,CONVENTIONEL,2190,4.4,5.2,2.3,3.3,0,0,0,0,EREGLI,A ORDRE,FRI W MARINE S.A,TRUST COMPANY COMPLEX AJELTAKE,16/03/2022,05:07,,,,,16/03/2022,05:55,16/03/2022,18:20,11,16/03/22,18:39,82.77,5.29,"0,05","0,00","0,52","0,61",BOBINES TOLE,2454.32,,0.0
9809,CASABLANCA,MAREMKA,CONVENTIONEL,1864,4.5,4.8,2.8,3.2,0,0,0,0,LA CORUNA,A ORDRE,BOECKMANS NV,BOECKMANS NV,13/03/2022,13:44,,,,,13/03/2022,14:30,16/03/2022,22:30,"R2 ,35",16/03/22,22:59,82.42,4.81,"1,69","0,00","3,33","5,07",PANNEAUX DE FIBRE,1901.0,,0.0
9810,CASABLANCA,STORM I,VRAQUIER,4450,3.0,5.3,5.0,6.0,1,0,0,0,"LAS PALMAS DE GRAN CANARIA , PRAIA",DAKHLA,ARABELLA ENTREPRISES CORP,ARABELLA ENTREPRISES CORP,14/03/2022,07:46,,,,,14/03/2022,08:35,15/03/2022,10:10,10,15/03/22,10:54,100.6,7.4,"2,74","0,00","1,07","3,87",,0.0,CLINKER EN VRAC,5000.0
9811,CASABLANCA,CMA CGM AGADIR,PORTE CONTENEUR,9966,8.1,8.55,6.3,6.8,1,0,0,0,"ALGECIRAS , TANGER MED",AGADIR,CMA-CGM,CMA-CGM,14/03/2022,15:34,,,,,14/03/2022,16:15,15/03/2022,08:10,54,15/03/22,08:29,148.0,8.0,"2,74","0,00","0,66","3,44",CONTENEURS,3748.0,CONTENEURS,1137.0
9812,CASABLANCA,AFRICAN JOSEPH R,VRAQUIER,11680,6.7,7.1,3.15,5.45,4,4,0,0,"MATADI , POINTE NOIRE",A ORDRE,SEABOARD OVERSEAS LTD,SEABOARD OVERSEAS LTD,06/03/2022 | 13/03/2022,17:09 | 22:10,,,,,06/03/2022 | 13/03/2022,17:55 | 23:10,11/03/2022 | 15/03/2022,22:25 | 12:10,"24 ,24 ,22",15/03/22,12:44,140.0,8.4,"3,50","0,00","6,73","10,35",SON DE BLE EN VRAC,13200.0,,0.0
9813,CASABLANCA,RANIS,CONVENTIONEL,1559,3.0,4.0,3.85,4.02,0,0,0,0,DUMYAT,A ORDRE,EKSEN CHARTERING & SHIPPING AGENCY,EKSEN SHIPPING,15/03/2022,07:03,,,,,15/03/2022,07:50,15/03/2022,20:35,T2,15/03/22,21:02,81.6,4.09,"3,60","0,00","0,53","4,18",AMONITRATE,1500.0,,0.0
9814,CASABLANCA,BIMI    ,CONVENTIONEL,2373,2.1,3.6,5.5,5.7,0,0,0,0,CASABLANCA,GRUNDARTANGI,MISJE CHARTERING AS,,14/03/2022,16:05,,,,,14/03/2022,16:40,15/03/2022,11:45,13,15/03/22,12:09,88.25,5.46,"2,64","0,00","0,80","3,48",,0.0,MINERAIS CALAMINE,3950.0
9815,CASABLANCA,MANISA BALU,CONVENTIONEL,5629,6.15,7.3,4.0,4.0,2,0,0,0,ANTWERPEN,A ORDRE,MS BALU SHIPPING GMBH & CO. KG,MANISA BULK SRL,10/03/2022,23:20,,,,,11/03/2022,00:50,15/03/2022,15:10,11,15/03/22,15:24,108.2,7.25,"0,13","0,00","4,60","4,80",VERRE EN VRAC,3654.601,,0.0
9816,CASABLANCA,CASABLANCA A,PORTE CONTENEUR,8633,7.1,8.2,7.1,8.2,1,1,0,0,"TANGER MED , VALENCIA , BARCELONA",VALENCIA,ARKAS DENIZCILIK VE NAKLIYAT,ARKAS DENIZCILIK VE NAKLIYAT,13/03/2022,23:25,,,,,14/03/2022,00:15,15/03/2022,01:20,51,15/03/22,01:46,133.0,7.0,"3,25","0,00","1,04","4,35",CONTENEURS,5900.0,CONTENEURS,3600.0
9817,CASABLANCA,MECIT KAPTAN,CONVENTIONEL,1243,3.0,3.5,5.0,5.5,0,1,0,0,CASABLANCA,"DILISKELESI , BEJAIA (EX BOUGIE)",ARSIMA MARITIME CORP.,ARSIMA MARITIME CORP.,11/03/2022,08:00,,,,,11/03/2022,08:30,15/03/2022,21:10,35,15/03/22,21:39,76.6,5.2,"0,82","0,00","4,53","5,39",,0.0,BOBINES TOLE,1800.0
9818,CASABLANCA,X-PRESS VESUVIO,PORTE CONTENEUR,6454,6.9,7.2,6.9,7.2,0,0,0,0,"ALGECIRAS , LISBOA , VALENCIA , LEIXOES",VALENCIA,JMS SCHIFFAHRTS GMBH & CO. KG,JMS SCHIFFAHRTS GMBH & CO. KG,09/03/2022 | 13/03/2022,07:46 | 10:37,,,,,09/03/2022 | 13/03/2022,08:25 | 11:10,10/03/2022 | 14/03/2022,06:30 | 15:10,"72 ,54",14/03/22,15:30,134.0,7.36,"5,13","0,00","2,09","7,30",CONTENEURS,2375.0,CONTENEURS,980.0
9819,CASABLANCA,WINSEN,CONVENTIONEL,1596,3.5,4.0,4.0,4.0,0,0,0,0,DUMYAT,A ORDRE,EKSEN CHARTERING & SHIPPING AGENCY,EKSEN CHARTERING AND TRANSPORTATION,14/03/2022,06:43,,,,,14/03/2022,07:35,14/03/2022,20:50,T2,14/03/22,21:21,81.44,4.53,"3,17","0,00","0,55","3,78",AMONITRATE,1500.0,,0.0
9820,CASABLANCA,CRINIS,VRAQUIER,17025,3.2,5.3,7.02,8.5,4,4,0,0,ORISTANO,KOPER,CLIPPER BULK.,TITHIS SHIPPING CORPORATION,09/03/2022 | 13/03/2022,18:57 | 13:04,,,,,09/03/2022 | 13/03/2022,19:45 | 13:45,11/03/2022 | 14/03/2022,23:00 | 00:35,"64 ,64",14/03/22,01:09,169.37,9.81,"4,37","0,00","2,59","7,05",,0.0,PHOSPHATE VRAC,25000.0
9821,CASABLANCA,SEA EXPLORER,CONVENTIONEL,6872,7.8,8.0,5.2,6.2,0,0,0,0,KASKÖ (KASKINEN),A ORDRE,DALAROE SHIPPING,OSLO CARRIER AS,13/03/2022,14:11,,,,,13/03/2022,15:00,14/03/2022,22:45,24,14/03/22,23:11,109.8,8.3,"0,06","0,00","1,32","1,43",BOIS EN FARDEAUX PREELING,2961.0,,0.0
9822,CASABLANCA,ISARTAL,CONVENTIONEL,2369,5.1,5.4,1.9,2.95,0,0,0,0,ISKENDERUN,A ORDRE,ERK DENIZCILIK ID,ERK DENIZCILIK ID,13/03/2022,16:22,,,,,13/03/2022,17:10,14/03/2022,15:35,13,14/03/22,15:59,87.92,5.4,"2,32","0,00","0,93","3,31",BOBINES TOLE,3510.06,,0.0
9823,CASABLANCA,HENNEKE RAMBOW,PORTE CONTENEUR,9981,6.2,6.6,6.6,7.0,0,0,0,0,"SANTA CRUZ DE TENERIFE , LAS PALMAS DE GRAN CANARIA , ROTTERDAM , TILBURY , HAMBURG",GIBRALTAR,RAMBOW REEDEREI,RAMBOW REEDEREI,13/03/2022,09:04,,,,,13/03/2022,09:50,13/03/2022,23:00,51,13/03/22,23:24,135.0,7.0,"3,86","0,00","0,55","4,45",CONTENEURS,1200.0,CONTENEURS,1200.0
9824,CASABLANCA,NORD VIND,VRAQUIER,17019,8.7,9.5,5.1,6.0,2,2,0,0,CONSTANTA,A ORDRE,OCM MARITIME PO LTC.,OCM MARITIME PO LTC.,02/03/2022,13:28,,,,,02/03/2022,14:20,13/03/2022,15:10,T3T4,13/03/22,15:44,169.37,9.81,"2,11","0,00","11,03","13,21",MAIS,12203.7,,0.0
9825,CASABLANCA,PNOI,VRAQUIER,20236,9.0,9.2,3.0,5.6,2,2,0,0,ROUEN,A ORDRE,STAAL SHIPPING,STAAL SHIPPING,08/03/2022,16:39,,,,,08/03/2022,17:55,13/03/2022,01:20,20,13/03/22,01:54,177.13,10.02,"0,82","0,00","4,31","5,20",ORGE,27000.0,,0.0
9826,CASABLANCA,FINITA R,CONVENTIONEL,3778,5.0,5.98,4.0,3.0,0,0,0,0,FIGUEIRA DA FOZ,CASABLANCA,GRUPO MACOGASA - DDY,NAVIGASA,11/03/2022,12:09,,,,,11/03/2022,12:45,13/03/2022,10:10,T2,13/03/22,10:49,99.8,6.52,"0,51","0,00","1,89","2,46",PATE A PAPIER,2400.0,,0.0
9827,CASABLANCA,RUTH,PORTE CONTENEUR,9981,7.2,7.5,6.2,6.8,0,0,0,0,"ROTTERDAM , TILBURY , VIGO , HAMBURG",AGADIR,JENS & WALLER GMBH & CO.KG,"MS ""RUTH"" JENS & WALLER GMBH & CO.",11/03/2022,01:10,,,,,11/03/2022,01:50,12/03/2022,03:55,54,12/03/22,04:15,134.45,8.7,"4,07","0,00","1,09","5,20",CONTENEURS,3173.0,CONTENEURS,1200.0
9828,CASABLANCA,ALLEGRI,PORTE CONTENEUR,15120,7.7,8.7,7.2,7.5,2,1,0,0,"LA SPEZIA , TANGER MED , SALERNO , GENOVA",SETÚBAL,ARKAS SHIPPING AND TRANSPORT,MIZAR SHIPPING CO. LTD,10/03/2022,00:14,,,,,10/03/2022,01:00,12/03/2022,13:00,51,12/03/22,13:40,169.0,8.6,"3,19","0,00","2,50","5,75",CONTENEURS,5900.0,CONTENEURS,3800.0
9829,CASABLANCA,BIMI    ,CONVENTIONEL,2373,4.4,4.8,3.0,3.5,0,0,0,0,GLASGOW,A ORDRE,MISJE REDERI AS,,06/03/2022,18:09,,,,,06/03/2022,18:50,12/03/2022,00:20,R4,12/03/22,00:44,88.25,5.46,"3,24","0,00","5,23","8,51",FERRAILLES EN VRAC,3350.0,,0.0
9830,CASABLANCA,SIENNA,CONVENTIONEL,5109,5.1,6.4,3.0,4.1,2,2,0,0,KHERSON,A ORDRE,FREZYA MARITIME TRANSPORT CO. LTD.,PLATIN SHIPPING & TRADING CO LTD,06/03/2022,19:22,,,,,06/03/2022,20:15,12/03/2022,00:05,R2,12/03/22,00:31,119.6,6.65,"2,03","0,00","5,16","7,25",SON DE BLE EN VRAC,6040.295,,0.0
9831,CASABLANCA,PINDO,VRAQUIER,5040,3.0,4.2,6.2,7.6,0,0,0,0,CASABLANCA,AVILES,NAVIERA SICAR,NAVIERA SICAR,10/03/2022,22:04,,,,,10/03/2022,22:40,12/03/2022,06:45,66,12/03/22,07:07,119.98,7.03,"1,96","0,00","1,34","3,33",,0.0,PHOSPHATE VRAC,7500.0
9832,CASABLANCA,RHODANUS,CONVENTIONEL,2056,4.1,3.8,4.3,4.7,0,0,0,0,ARZEW,A ORDRE,MS RHODANUS INTERSCAN UG CO.KG,MS RHODANUS INTERSCAN UG CO.KG,11/03/2022,01:26,,,,,11/03/2022,02:10,12/03/2022,21:00,10,12/03/22,21:38,88.95,4.63,"0,09","0,00","1,78","1,93",PALETTES DIVERS,2249.348,,0.0
9833,CASABLANCA,VOORNEBORG,CONVENTIONEL,6130,5.4,6.1,4.0,5.0,0,0,0,0,"GÄVLE , TUNADAL , HARAHOLMEN",A ORDRE,WAGENBORG SHIPPING B.V,WAGENBORG SHIPPING B.V,11/03/2022,05:11,,,,,11/03/2022,06:00,12/03/2022,18:10,"22 ,24",12/03/22,18:34,132.23,7.5,"0,02","0,00","1,51","1,58",BOIS EN FARDEAUX PREELING,4161.0,,0.0
9834,CASABLANCA,GRANDE TEMA,ROULIER,71543,10.3,10.3,9.0,9.0,1,1,0,0,"ANTWERPEN , TILBURY , HAMBURG",DAKAR,GRIMALDI GROUPE NAPOLI,GRIMALDI GROUPE NAPOLI,10/03/2022,22:23,,,,,10/03/2022,23:10,11/03/2022,20:15,71,11/03/22,20:40,237.0,9.14,"2,11","0,00","0,88","3,04",CONTENEURS,600.0,CONTENEURS,400.0
